id,floor,roomname,loc1,loc2,loceam,log_user,hostname,serial_number,processor,windows_version,windows_display_version,windows_install_date,manufacturer,model,total_ram,num_ram_slots,ram_per_slot,ram_speed,ram_type,ip_address,mac_address,office_name,office_version,citrix_name,citrix_version,status,taskfor,total_hdd_capacity,drive_types,timestamp
200,P2,Training Room,TR_Magenta,3,,Administrator,MLASHP00412,4CE1290Y0C,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.188,0068.EBCC.AD66,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:27
201,P2,Training Room,TR_Magenta,4,,Administrator,MLASHP00413,4CE1290XWJ,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.189,0068.EBCC.9A6D,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:27
202,P2,Training Room,TR_Magenta,5,,Administrator,MLASHP00415,4CE1290XZX,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.191,0068.EBCC.AB86,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (ST500DM002-1BD142),9/4/2025 14:37
203,P2,Training Room,TR_Magenta,6,,Administrator,MLASHP00414,4CE1290XTD,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.183,0068.EBCC.9C61,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:40
204,P2,Training Room,TR_Magenta,7,,Administrator,MLASHP00416,4CE1290XY3,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.188,0068.EBCC.B05E,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:41
205,P2,Training Room,TR_Magenta,8,,Administrator,MLASHP00417,4CE1290XNN,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.189,0068.EBCC.B0EF,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:42
206,P2,Training Room,TR_Magenta,9,,Administrator,MLASHP00431,4CE1290XWS,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.199,0068.EBCC.9C95,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:45
207,P2,Training Room,TR_Magenta,10,,Administrator,MLASHP00430,4CE1290XPR,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.200,0068.EBCC.AB5E,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:46
208,P2,Training Room,TR_Magenta,11,,Administrator,MLASHP00432,4CE1290XVG,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.62,0068.EBCC.9985,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:47
209,P2,Training Room,TR_Magenta,12,,Administrator,MLASHP00418,4CE1290XNC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.193,0068.EBCC.AFB3,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:49
210,P2,Training Room,TR_Magenta,13,,Administrator,MLASHP00419,4CE1290XS5,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.190,0068.EBCC.AB80,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:50
211,P2,Training Room,TR_Magenta,14,,Administrator,MLASHP00423,4CE1290XVM,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.193,0068.EBCC.9C09,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 14:56
212,P2,Training Room,TR_Magenta,15,,Administrator,MLASHP00422,4CE1290XV7,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.194,0068.EBCC.AE0C,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000AAKX-60U6AA0),9/4/2025 14:59
213,P2,Training Room,TR_Magenta,16,,Administrator,MLASHP00421,4CE1290Y02,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.196,0068.EBCC.ADC9,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 15:01
214,P2,Training Room,TR_Magenta,17,,Administrator,MLASHP00420,4CE1290XX5,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.197,0068.EBCC.9A99,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 15:03
215,P2,Training Room,TR_Magenta,18,,Administrator,MLASHP00429,4CE1290XX4,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.210,0068.EBCC.9C9A,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (ST500DM002-1BD142),9/4/2025 15:09
216,P2,Training Room,TR_Magenta,19,,Administrator,MLASHP00428,4CE1290XYH,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.201,0068.EBCC.AA89,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 15:10
217,P2,Training Room,TR_Magenta,22,,Administrator,MLASHP00426,4CE1290Y11,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.197,0068.EBCC.AB87,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 15:13
218,P2,Training Room,TR_Magenta,21,,Administrator,MLASHP00425,4CE1290Y0R,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.195,0068.EBCC.A976,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 15:13
219,P2,Training Room,TR_Magenta,20,,Administrator,MLASHP00427,4CE1290XRM,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.208,0068.EBCC.A9A7,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 15:13
220,P2,Training Room,TR_Magenta,23,,Administrator,WINDOWS-NJ35J6F,4CE1290XXY,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.209,0068.EBCC.AF69,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 15:14
221,P2,Training Room,TR_Magenta,24,,Administrator,MLASHP00424,4CE1290XWR,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.196,0068.EBCC.9A78,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 15:15
222,P2,Training Room,TR_Magenta,1,,Administrator,MLASHP00433,4CE1290XQ8,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.186,0068.EBCC.AE02,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 16:38
223,P2,Training Room,TR_Magenta,23,,Administrator,MLASHP00434,4CE1290XXY,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Small Form Factor PC,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.209,0068.EBCC.AF69,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA DT01ACA050),9/4/2025 17:23
224,P2,Pod,POD_55,A,,Administrator,MLASHP00401,8CC1112GP1,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Desktop Mini PC,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.222,6C02.E09B.53EF,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPSX-60A6WT0),9/5/2025 6:27
225,P2,Pod,POD_55,B,,Administrator,MLASHP00405,1YJ2SF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.104,A4BB.6D84.53A6,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPLX-66ZNTT1),9/5/2025 6:31
226,P2,Pod,POD_56,E,,Administrator,MLASHP00407,8CC1112GNT,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G6 Desktop Mini PC,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.157,6C02.E09B.53F3,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPSX-60A6WT0),9/5/2025 6:31
227,P2,Pod,POD_56,D,,Administrator,MLASHP00408,8CC0250FL7,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.179,BCE9.2F86.7518,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPLX-66ZNTT1),9/5/2025 6:34
228,P2,Pod,POD_55,C,,Administrator,MLASHP00402,8CC0250FLP,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.111,BCE9.2F85.D751,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPLX-66ZNTT1),9/5/2025 6:36
229,P2,Pod,POD_56,C,,Administrator,MLASHP00409,9KR2WF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.190,A4BB.6D84.1265,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA MQ01ACF050),9/5/2025 6:35
230,P2,Pod,POD_55,G,,Administrator,MLASHP00403,2UA53322JG,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.94.127,ECB1.D758.2DA2,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPVX-08V0TT5),9/5/2025 6:37
231,P2,Pod,POD_55,F,,Administrator,MLASHP00215,8CC0250F9H,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.140,BCE9.2F84.AD23,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPLX-66ZNTT1),9/5/2025 6:39
232,P2,Pod,POD_32,D,,epmax_admin,MLASHP00039,1CZ10803FT,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP ProDesk 400 G7 Small Form Factor PC,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.74,B022.7A1F.0C28,,,Not found,Not found,ACTIVE,RAM As Is,931.51 GB,HDD (WDC WD10EZEX-60WN4A1),9/5/2025 6:44
233,P2,Pod,POD_42,A,,a.acosta,MLASHP00568,F8MY3N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.149,A4BB.6D97.A577,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/5/2025 13:47
234,P2,Pod,POD_42,B,,a.acosta,MLASHP00700,66N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.177,C025.A5C7.90C3,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/5/2025 13:49
235,P2,Pod,POD_42,C,,a.acosta,MLASHP00318,JSS3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.180,C025.A5C8.695D,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/5/2025 13:53
236,P2,Pod,POD_42,G,,a.acosta,MLASHP00116,HYM3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.207,C025.A5C9.A237,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/5/2025 14:03
237,P2,Pod,POD_42,E,,a.acosta,MLASHP00569,BPH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.180,A4BB.6D97.404A,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/5/2025 14:05
238,P2,Pod,POD_41,D,,a.acosta,MLASHP00319,4SS3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.137,C025.A5C8.070D,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/5/2025 17:19
239,P2,Pod,POD_54,C,,a.acosta,MLASHP00393,MXL447221S,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.94.72,40A8.F03D.71BD,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPVX-00V0TT0),9/5/2025 17:34
240,P2,Pod,POD_56,F,,a.acosta,MLASHP00406,2JS91N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.89,A4BB.6D97.5BBA,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/5/2025 20:11
241,P2,Pod,POD_56,,,a.acosta,MLASHP00121X,G3N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.94.191,C025.A5C7.90B5,,,Not found,Not found,ACTIVE,RAM As Is,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/5/2025 20:13
242,P2,Pod,POD_56,A,,a.acosta,MLASHP00562,B8N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.92.131,C025.A5C7.905F,,,Not found,Not found,ACTIVE,RAM As Is,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/5/2025 20:15
243,P2,Pod,POD_56,G,,a.acosta,MLASHP00121X,G3N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.94.191,C025.A5C7.90B5,,,Not found,Not found,ACTIVE,RAM As Is,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/5/2025 20:17
244,P2,Pod,POD_56,B,,Administrator,MLASHP00574,8CC91752HF,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,Microsoft Windows 10 Enterprise,22H2,,HP,HP EliteDesk 800 G4 DM 65W,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.94.71,C465.16B1.485C,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA MQ01ACF050),9/5/2025 7:23
245,P2,Pod,POD_55,C,,a.acosta,MLASHP00402,8CC0250FLP,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,2667 MHz,DDR4,10.16.92.111,BCE9.2F85.D751,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (WDC WD5000LPLX-66ZNTT1),9/5/2025 20:30
246,P2,Pod,POD_55,D,,a.acosta,MLASHP00400,4SH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.95.26,A4BB.6D97.98E5,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/5/2025 20:31
247,P2,Pod,POD_55,E,,a.acosta,MLASHP00404,BMR91N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.105,A4BB.6D97.3ACA,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/5/2025 20:32
248,P2,Pod,POD_44,G,,wsd,MLASHP00564,D9J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.95.7,A4BB.6D97.425F,,,Not found,Not found,ACTIVE,RAM Upgrade 1,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/8/2025 13:57
249,P2,Pod,POD_44,A,,wsd,MLASHP00702,HPH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.79,A4BB.6D97.4238,,,Not found,Not found,ACTIVE,RAM Upgrade 1,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/8/2025 13:58
250,P2,Pod,POD_44,C,,m.hamto,MLASHP00572,48MY3N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.134,A4BB.6D97.93B3,,,Not found,Not found,ACTIVE,RAM Upgrade 1,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/8/2025 13:59
251,P2,Pod,POD_44,F,,a.acosta,MLASHP00571,4NLY3N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.143,A4BB.6D97.8C5E,,,Not found,Not found,ACTIVE,RAM Upgrade 1,238.47 GB,SSD (NVMe CL4-3D256-Q11 NVMe SSSTC 256GB),9/8/2025 13:59
252,P2,Pod,POD_44,E,,a.acosta,MLASHP00566,1BJ14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.204,A4BB.6D97.4096,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/8/2025 14:02
253,P2,Pod,POD_44,D,,wsd,MLASHP00573,CWH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.114,A4BB.6D97.40F6,,,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/8/2025 14:03
254,P2,Pod,POD_44,B,,M.HAMTO,MLASHP00360,5KR2WF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 10 Enterprise,22H2,,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.108,A4BB.6D84.3298,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA MQ01ACF050),9/8/2025 14:04
255,P2,Pod,POD_29,B,,a.acosta,MLASHP00389,4D4JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.80,C025.A591.4977,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA MQ01ACF050),9/8/2025 18:40
256,P2,Pod,POD_13,C,,wsd,MLASHP00436,2UA54722K9,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.92.133,5065.F33F.0880,,,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (ST500LM034-2GH17A),9/8/2025 18:41
260,P2,Pod,POD_32,D,,epmax_admin,MLASHP00039,1CZ10803FT,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,,HP,HP ProDesk 400 G7 Small Form Factor PC,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.74,B022.7A1F.0C28,,,Not found,Not found,ACTIVE,RAM As Is,931.51 GB,HDD (WDC WD10EZEX-60WN4A1),9/10/2025 5:53
261,P2,Pod,POD_32,E,,Administrator,MLASHP00410,DZH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.104,A4BB.6D97.A0FC,,,Not found,Not found,ACTIVE,RAM Upgrade 1,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/10/2025 6:40
